1	0	28937.68146	14306.01927	0	29767.55951	14736.17031	10
1	1	28922.43755	14736.19517	0	29362.92536	14941.04836	10
1	2	29362.92536	14736.17031	0	29767.55951	14941.04836	10
1	3	28517.93146	14736.19517	0	28922.43755	14941.04836	10
1	4	27887.82941	14736.19517	0	28087.51373	14945.98518	10
1	5	28087.51373	14736.17031	0	28517.83408	14945.98518	10
1	6	27677.56528	14736.19517	0	27887.82941	14946.13926	10
1	7	29767.55951	14946.17031	0	29977.99661	15156.17031	10
1	8	28307.81889	14945.98518	0	28517.83408	15156.17031	10
1	9	28087.51373	14945.98518	0	28307.81889	15156.17031	10
1	10	30407.80341	14946.17031	0	30617.80341	15156.43297	10
1	11	29362.92536	14941.04836	0	29762.43755	15263.04091	10
1	12	28307.81889	15156.17031	0	28517.83408	15349.55387	10
1	13	29767.55951	15156.17031	0	29977.99661	15366.17031	10
1	14	28522.95249	14941.04836	0	28839.38724	15452.02397	10
1	15	28307.81889	15349.55387	0	28517.83408	15576.11005	10
1	16	28087.51373	15156.17031	0	28307.81889	15576.11005	10
1	17	29767.55951	15366.17031	0	29977.99661	15576.17031	10
1	18	30407.80341	15156.43297	0	30617.80341	15576.43297	10
1	19	27463.49048	15496.45832	0	27677.56528	15646.40713	10
1	20	27412.20641	15563.36543	0	27463.49048	15646.40713	10
1	21	27360.9869	15563.36543	0	27412.20641	15646.40713	10
1	22	28922.43755	14941.04836	0	29362.92536	15702.00065	10
1	23	27412.20641	15646.40713	0	27463.49048	15727.31127	10
1	24	27360.9869	15646.40713	0	27412.20641	15727.31127	10
1	25	27312.32836	15646.40713	0	27360.9869	15727.31127	10
1	26	28087.51373	15576.11005	0	28307.81889	15736.29226	10
1	27	29446.00281	15263.04091	0	29767.55951	15768.18067	10
1	28	29223.47676	15703.51086	0	29362.92536	15770.64675	10
1	29	29061.91329	15703.51086	0	29223.47676	15770.64675	10
1	30	28922.43755	15703.51086	0	29061.91329	15770.64675	10
1	31	27312.32836	15727.31127	0	27463.49048	15795.47344	10
1	32	27463.49048	15646.40713	0	27581.62322	15795.47344	10
1	33	27581.62322	15646.40713	0	27677.56528	15795.47344	10
1	34	29767.55951	15576.17031	0	29977.99661	15796.41421	10
1	35	27677.56528	14946.13926	0	28087.51373	15796.47447	10
1	36	28255.42536	15736.29226	0	28307.81889	15796.47447	10
1	37	28205.42536	15736.29226	0	28255.42536	15796.47447	10
1	38	28155.42536	15736.29226	0	28205.42536	15796.47447	10
1	39	28087.51373	15736.29226	0	28155.42536	15796.47447	10
1	40	28307.81889	15576.11005	0	28517.83408	15796.47447	10
1	41	27347.43755	15795.47344	0	27463.49048	15891.17031	10
1	42	27347.43755	15891.17031	0	27464.69464	15985.81	10
1	43	28087.43146	15796.47447	0	28517.54354	15985.9264	10
1	44	27677.56528	15796.47447	0	28087.43146	15985.9264	10
1	45	27463.49048	15795.47344	0	27677.56528	15985.9264	10
1	46	28517.54354	15770.64675	0	28922.43755	15996.17031	10
1	47	28727.80341	14306.01927	0	28937.68146	14526.17031	10
1	48	28727.80341	14526.17031	0	28937.68146	14736.19517	10
1	49	28517.93146	14305.9264	0	28727.80341	14736.19517	10
1	50	28097.93146	14305.9264	0	28517.93146	14736.19517	10
1	51	27258.0044	14946.13926	0	27677.56528	15156.42016	10
1	52	27258.0044	15156.42016	0	27677.56528	15496.45832	10
1	53	27312.32836	15563.36543	0	27360.9869	15646.40713	10
1	54	27258.0044	15795.47344	0	27347.43755	15985.81	10
1	55	28922.43755	15770.64675	0	29362.92536	15996.17031	10
1	56	29362.92536	15770.64675	0	29767.55951	15996.17031	10
1	57	30407.80341	15576.43297	0	30617.80341	15996.17031	10
1	58	29977.99661	14946.17031	0	30407.80341	15996.17031	10
1	59	29767.55951	15796.41421	0	29977.99661	15996.17031	10
1	60	29767.55951	15996.17031	0	30617.80341	16216.23639	10
1	61	30617.80341	15996.17031	0	30827.80341	16216.23639	10
1	62	30407.11473	16216.23639	0	30617.80341	16358.54836	10
1	63	29362.92536	15996.17031	0	29767.55951	16405.38913	10
1	64	28922.43755	15996.17031	0	29362.92536	16405.38913	10
1	65	28517.54354	15996.17031	0	28922.43755	16405.38913	10
1	66	27258.0044	15985.9264	0	27667.43146	16405.38913	10
1	67	28307.80341	15985.9264	0	28517.54354	16405.38913	10
1	68	28087.43146	15985.9264	0	28307.80341	16405.38913	10
1	69	27887.80341	15985.9264	0	28087.43146	16405.38913	10
1	70	27667.43146	15985.9264	0	27887.80341	16405.38913	10
1	71	30565.42536	16358.54836	0	30617.80341	16417.0902	10
1	72	30515.42536	16358.54836	0	30565.42536	16417.0902	10
1	73	30465.42536	16358.54836	0	30515.42536	16417.0902	10
1	74	30407.11473	16358.54836	0	30465.42536	16417.0902	10
1	75	30187.55951	16216.23639	0	30407.11473	16417.0902	10
1	76	29767.29469	16216.23639	0	30187.55951	16417.0902	10
1	77	30617.80341	16216.23639	0	30827.80341	16418.3106	10
1	78	28517.54354	16405.38913	0	28937.80592	16536.94953	10
1	79	28517.54354	16536.94953	0	28937.80592	16636.13726	10
1	80	28937.80592	16405.38913	0	29768.81425	16636.25207	10
1	81	29767.39937	16417.0902	0	30187.55951	16636.25207	10
1	82	30187.51615	16417.0902	0	30407.11473	16636.25207	10
1	83	30407.11473	16417.0902	0	30607.55951	16636.41421	10
1	84	30607.55951	16417.0902	0	30827.80341	16636.41421	10
1	85	27483.60568	16405.38913	0	27958.96668	16651.22172	10
1	86	26827.5	16405.38913	0	27483.60568	16651.22172	10
1	87	26827.5	16651.22172	0	27483.60568	16723.61172	10
1	88	27483.60568	16651.22172	0	27958.96668	16723.61172	10
1	89	28993.61128	16636.25207	0	29359.80896	16755.97305	10
1	90	30407.80341	16636.41421	0	30607.55951	16836.17031	10
