1	0	21	152	50	182
1	1	15	116	50	152
1	2	9	81	50	116
1	3	0	31	80	81
1	4	50	81	80	91
1	5	30	201	120	261
1	6	26	182	120	201
1	7	120	182	160	301
1	8	90	542	160	587
1	9	8	571	56	587
1	10	11	542	56	571
1	11	21	461	56	511
1	12	160	191	216	221
1	13	160	221	216	252
1	14	120	461	240	542
1	15	120	341	240	461
1	16	120	301	240	341
1	17	184	31	240	62
1	18	160	31	184	62
1	19	136	31	160	62
1	20	80	31	136	62
1	21	50	141	160	182
1	22	160	62	240	91
1	23	80	62	160	91
1	24	160	252	240	301
1	25	216	221	240	252
1	26	240	191	264	221
1	27	216	191	240	221
1	28	240	221	264	252
1	29	240	31	296	62
1	30	240	62	320	91
1	31	296	31	320	62
1	32	240	301	320	341
1	33	240	341	320	461
1	34	240	141	320	191
1	35	160	141	240	191
1	36	264	191	320	221
1	37	320	253	344	301
1	38	240	252	320	301
1	39	320	141	344	191
1	40	320	221	344	253
1	41	264	221	320	253
1	42	344	401	370	429
1	43	320	401	344	429
1	44	344	371	370	401
1	45	320	371	344	401
1	46	344	31	400	62
1	47	320	31	344	62
1	48	320	62	400	91
1	49	320	429	400	461
1	50	370	371	400	388
1	51	320	341	400	371
1	52	320	301	400	341
1	53	344	141	400	221
1	54	320	191	344	221
1	55	344	221	400	301
1	56	350	591	460	632
1	57	320	591	350	632
1	58	291	591	320	632
1	59	160	591	291	632
1	60	0	587	81	632
1	61	56	542	90	587
1	62	56	461	120	542
1	63	16	511	56	542
1	64	30	401	120	461
1	65	81	587	160	632
1	66	320	542	460	591
1	67	160	542	320	591
1	68	400	461	460	542
1	69	240	461	400	542
1	70	400	431	460	461
1	71	400	31	520	92
1	72	400	92	520	141
1	73	50	91	400	141
1	74	370	424	400	429
1	75	370	388	400	424
1	76	400	221	474	431
1	77	520	141	686	221
1	78	400	141	520	221
1	79	618	271	652	291
1	80	652	221	686	291
1	81	541	221	579	291
1	82	474	221	541	291
1	83	474	291	541	359
1	84	618	291	686	361
1	85	686	222	780	431
1	86	618	361	686	431
1	87	474	359	541	431
1	88	579	221	608	244
1	89	608	221	618	291
1	90	579	271	608	291
1	91	618	221	652	244
1	92	618	244	652	271
1	93	579	244	608	271
1	94	700	431	780	542
1	95	740	31	780	73
1	96	640	31	740	73
1	97	640	73	780	141
1	98	990	340	1020	380
1	99	960	340	990	380
1	100	811	340	840	380
1	101	780	340	811	380
1	102	730	591	870	632
1	103	700	591	730	632
1	104	780	141	1020	222
1	105	686	141	780	222
1	106	930	300	1020	340
1	107	780	300	871	340
1	108	900	222	1020	300
1	109	780	222	900	300
1	110	900	300	930	340
1	111	871	300	900	340
1	112	870	542	1020	591
1	113	700	542	870	591
1	114	950	31	1030	73
1	115	820	31	950	73
1	116	780	31	820	73
1	117	1020	261	1070	285
1	118	780	461	1070	542
1	119	1020	361	1070	461
1	120	960	380	1020	461
1	121	840	380	960	461
1	122	780	380	840	461
1	123	930	340	960	380
1	124	840	340	930	380
1	125	1020	285	1070	361
1	126	1020	141	1070	210
1	127	1020	210	1070	261
1	128	950	73	1070	141
1	129	780	73	950	141
1	130	1030	31	1070	73
1	131	1070	73	1110	210
1	132	1070	31	1110	73
1	133	1070	210	1120	261
1	134	1070	261	1120	284
1	135	1070	285	1120	461
1	136	1070	461	1120	542
1	137	1050	591	1135	632
1	138	1020	591	1050	632
1	139	870	591	991	632
1	140	991	591	1020	632
1	141	1020	542	1135	591
1	142	1120	461	1200	542
1	143	1135	542	1200	632
1	144	1175	432	1200	461
1	145	1120	401	1175	461
1	146	1175	401	1200	432
1	147	1120	210	1200	261
1	148	1110	31	1200	210
